symbol,assetType,exchange,canonicalName,aliases,sector
DLTR,STOCK,NASDAQ,"Dollar Tree, Inc.","DLTR|Dollar Tree, Inc.",Unknown
DLXY,STOCK,NASDAQ,Delixy Holdings Limited,DLXY|Delixy Holdings Limited,Unknown
DMAA,STOCK,NASDAQ,Drugs Made In America Acquisition Corp.,DMAA|Drugs Made In America Acquisition Corp.,Unknown
DMAC,STOCK,NASDAQ,DiaMedica Therapeutics Inc.,DMAC|DiaMedica Therapeutics Inc.,Unknown
DMII,STOCK,NASDAQ,Drugs Made In America Acquisition II Corp.,DMII|Drugs Made In America Acquisition II Corp.,Unknown
DMRA,STOCK,NASDAQ,"Damora Therapeutics, Inc.","DMRA|Damora Therapeutics, Inc.",Unknown
DMRC,STOCK,NASDAQ,Digimarc Corporation,DMRC|Digimarc Corporation,Unknown
DNLI,STOCK,NASDAQ,Denali Therapeutics Inc.,DNLI|Denali Therapeutics Inc.,Unknown
DNMX,STOCK,NASDAQ,Dynamix Corporation III,DNMX|Dynamix Corporation III,Unknown
DNTH,STOCK,NASDAQ,"Dianthus Therapeutics, Inc.","DNTH|Dianthus Therapeutics, Inc.",Unknown
DNUT,STOCK,NASDAQ,"Krispy Kreme, Inc.","DNUT|Krispy Kreme, Inc.",Unknown
DOCU,STOCK,NASDAQ,"DocuSign, Inc.","DOCU|DocuSign, Inc.",Unknown
DOGZ,STOCK,NASDAQ,Dogness (International) Corporation,DOGZ|Dogness (International) Corporation,Unknown
DOMH,STOCK,NASDAQ,Dominari Holdings Inc.,DOMH|Dominari Holdings Inc.,Unknown
DOMO,STOCK,NASDAQ,"Domo, Inc.","DOMO|Domo, Inc.",Unknown
DOO,STOCK,NASDAQ,BRP Inc.,DOO|BRP Inc.,Unknown
DORM,STOCK,NASDAQ,"Dorman Products, Inc.","DORM|Dorman Products, Inc.",Unknown
DOX,STOCK,NASDAQ,Amdocs Limited,DOX|Amdocs Limited,Unknown
DPRO,STOCK,NASDAQ,Draganfly Inc.,DPRO|Draganfly Inc.,Unknown
DPZ,STOCK,NASDAQ,Domino's Pizza Inc,DPZ|Domino's Pizza Inc,Unknown
DRCT,STOCK,NASDAQ,"Direct Digital Holdings, Inc.","DRCT|Direct Digital Holdings, Inc.",Unknown
DRDB,STOCK,NASDAQ,Roman DBDR Acquisition Corp. II,DRDB|Roman DBDR Acquisition Corp. II,Unknown
DRH,STOCK,NASDAQ,Diamondrock Hospitality Company,DRH|Diamondrock Hospitality Company,Unknown
DRIO,STOCK,NASDAQ,DarioHealth Corp.,DRIO|DarioHealth Corp.,Unknown
DRMA,STOCK,NASDAQ,"Dermata Therapeutics, Inc.","DRMA|Dermata Therapeutics, Inc.",Unknown
DRS,STOCK,NASDAQ,"Leonardo DRS, Inc.","DRS|Leonardo DRS, Inc.",Unknown
DRTS,STOCK,NASDAQ,Alpha Tau Medical Ltd.,DRTS|Alpha Tau Medical Ltd.,Unknown
DRVN,STOCK,NASDAQ,Driven Brands Holdings Inc.,DRVN|Driven Brands Holdings Inc.,Unknown
DSAC,STOCK,NASDAQ,Daedalus Special Acquisition Corp.,DSAC|Daedalus Special Acquisition Corp.,Unknown
DSGN,STOCK,NASDAQ,"Design Therapeutics, Inc.","DSGN|Design Therapeutics, Inc.",Unknown
DSGR,STOCK,NASDAQ,"Distribution Solutions Group, Inc.","DSGR|Distribution Solutions Group, Inc.",Unknown
DSGX,STOCK,NASDAQ,The Descartes Systems Group Inc.,DSGX|The Descartes Systems Group Inc.,Unknown
DSP,STOCK,NASDAQ,Viant Technology Inc.,DSP|Viant Technology Inc.,Unknown
DSWL,STOCK,NASDAQ,"Deswell Industries, Inc.","DSWL|Deswell Industries, Inc.",Unknown
DSY,STOCK,NASDAQ,Big Tree Cloud Holdings Limited,DSY|Big Tree Cloud Holdings Limited,Unknown
DTCX,STOCK,NASDAQ,"Datacentrex, Inc.","DTCX|Datacentrex, Inc.",Unknown
DTI,STOCK,NASDAQ,Drilling Tools International Corporation,DTI|Drilling Tools International Corporation,Unknown
DTIL,STOCK,NASDAQ,"Precision BioSciences, Inc.","DTIL|Precision BioSciences, Inc.",Unknown
DTSQ,STOCK,NASDAQ,DT Cloud Star Acquisition Corporation,DTSQ|DT Cloud Star Acquisition Corporation,Unknown
DTSS,STOCK,NASDAQ,Datasea Intelligent Technology Ltd.,DTSS|Datasea Intelligent Technology Ltd.,Unknown
DTST,STOCK,NASDAQ,Data Storage Corporation,DTST|Data Storage Corporation,Unknown
DUO,STOCK,NASDAQ,Fangdd Network Group Ltd.,DUO|Fangdd Network Group Ltd.,Unknown
DUOL,STOCK,NASDAQ,"Duolingo, Inc.","DUOL|Duolingo, Inc.",Unknown
DUOT,STOCK,NASDAQ,"Duos Technologies Group, Inc.","DUOT|Duos Technologies Group, Inc.",Unknown
DVLT,STOCK,NASDAQ,Datavault AI Inc.,DVLT|Datavault AI Inc.,Unknown
DWSN,STOCK,NASDAQ,Dawson Geophysical Company,DWSN|Dawson Geophysical Company,Unknown
DWTX,STOCK,NASDAQ,"Dogwood Therapeutics, Inc.","DWTX|Dogwood Therapeutics, Inc.",Unknown
DXCM,STOCK,NASDAQ,"DexCom, Inc.","DXCM|DexCom, Inc.",Unknown
DXLG,STOCK,NASDAQ,"Destination XL Group, Inc.","DXLG|Destination XL Group, Inc.",Unknown
DXPE,STOCK,NASDAQ,"DXP Enterprises, Inc.","DXPE|DXP Enterprises, Inc.",Unknown
DXST,STOCK,NASDAQ,Decent Holding Inc.,DXST|Decent Holding Inc.,Unknown
DYAI,STOCK,NASDAQ,"Dyadic International, Inc.","DYAI|Dyadic International, Inc.",Unknown
DYN,STOCK,NASDAQ,"Dyne Therapeutics, Inc.","DYN|Dyne Therapeutics, Inc.",Unknown
DYOR,STOCK,NASDAQ,Insight Digital Partners II,DYOR|Insight Digital Partners II,Unknown
EA,STOCK,NASDAQ,Electronic Arts Inc.,EA|Electronic Arts Inc.,Unknown
EBAY,STOCK,NASDAQ,eBay Inc.,EBAY|eBay Inc.,Unknown
EBC,STOCK,NASDAQ,"Eastern Bankshares, Inc.","EBC|Eastern Bankshares, Inc.",Unknown
EBMT,STOCK,NASDAQ,"Eagle Bancorp Montana, Inc.","EBMT|Eagle Bancorp Montana, Inc.",Unknown
EBON,STOCK,NASDAQ,Ebang International Holdings Inc.,EBON|Ebang International Holdings Inc.,Unknown
ECBK,STOCK,NASDAQ,"ECB Bancorp, Inc.","ECBK|ECB Bancorp, Inc.",Unknown
ECOR,STOCK,NASDAQ,"electroCore, Inc.","ECOR|electroCore, Inc.",Unknown
ECPG,STOCK,NASDAQ,Encore Capital Group Inc,ECPG|Encore Capital Group Inc,Unknown
ECX,STOCK,NASDAQ,ECARX Holdings Inc.,ECX|ECARX Holdings Inc.,Unknown
EDBL,STOCK,NASDAQ,Edible Garden AG Incorporated,EDBL|Edible Garden AG Incorporated,Unknown
EDIT,STOCK,NASDAQ,"Editas Medicine, Inc.","EDIT|Editas Medicine, Inc.",Unknown
EDRY,STOCK,NASDAQ,EuroDry Ltd.,EDRY|EuroDry Ltd.,Unknown
EDSA,STOCK,NASDAQ,"Edesa Biotech, Inc.","EDSA|Edesa Biotech, Inc.",Unknown
EDTK,STOCK,NASDAQ,Skillful Craftsman Education Technology Limited,EDTK|Skillful Craftsman Education Technology Limited,Unknown
EDUC,STOCK,NASDAQ,Educational Development Corporation,EDUC|Educational Development Corporation,Unknown
EEFT,STOCK,NASDAQ,"Euronet Worldwide, Inc.","EEFT|Euronet Worldwide, Inc.",Unknown
EEIQ,STOCK,NASDAQ,EpicQuest Education Group International Limited,EEIQ|EpicQuest Education Group International Limited,Unknown
EFOI,STOCK,NASDAQ,"Energy Focus, Inc.","EFOI|Energy Focus, Inc.",Unknown
EFSC,STOCK,NASDAQ,Enterprise Financial Services Corporation,EFSC|Enterprise Financial Services Corporation,Unknown
EFSI,STOCK,NASDAQ,Eagle Financial Services Inc,EFSI|Eagle Financial Services Inc,Unknown
EFTY,STOCK,NASDAQ,"Etoiles Capital Group Co., Ltd.","EFTY|Etoiles Capital Group Co., Ltd.",Unknown
EGAN,STOCK,NASDAQ,eGain Corporation,EGAN|eGain Corporation,Unknown
EGBN,STOCK,NASDAQ,"Eagle Bancorp, Inc.","EGBN|Eagle Bancorp, Inc.",Unknown
EGHA,STOCK,NASDAQ,EGH Acquisition Corp.,EGHA|EGH Acquisition Corp.,Unknown
EGHT,STOCK,NASDAQ,8x8 Inc,EGHT|8x8 Inc,Unknown
EH,STOCK,NASDAQ,EHang Holdings Limited,EH|EHang Holdings Limited,Unknown
EHGO,STOCK,NASDAQ,Eshallgo Inc.,EHGO|Eshallgo Inc.,Unknown
EHLD,STOCK,NASDAQ,Euroholdings Ltd.,EHLD|Euroholdings Ltd.,Unknown
EHTH,STOCK,NASDAQ,"eHealth, Inc.","EHTH|eHealth, Inc.",Unknown
EIKN,STOCK,NASDAQ,"Eikon Therapeutics, Inc.","EIKN|Eikon Therapeutics, Inc.",Unknown
EJH,STOCK,NASDAQ,E-Home Household Service Holdings Limited,EJH|E-Home Household Service Holdings Limited,Unknown
EKSO,STOCK,NASDAQ,"Ekso Bionics Holdings, Inc.","EKSO|Ekso Bionics Holdings, Inc.",Unknown
ELAB,STOCK,NASDAQ,PMGC Holdings Inc.,ELAB|PMGC Holdings Inc.,Unknown
ELBM,STOCK,NASDAQ,Electra Battery Materials Corporation,ELBM|Electra Battery Materials Corporation,Unknown
ELDN,STOCK,NASDAQ,"Eledon Pharmaceuticals, Inc.","ELDN|Eledon Pharmaceuticals, Inc.",Unknown
ELE,STOCK,NASDAQ,Elemental Royalty Corporation,ELE|Elemental Royalty Corporation,Unknown
ELOG,STOCK,NASDAQ,Eastern International Ltd.,ELOG|Eastern International Ltd.,Unknown
ELPW,STOCK,NASDAQ,Elong Power Holding Limited,ELPW|Elong Power Holding Limited,Unknown
ELSE,STOCK,NASDAQ,"Electro-Sensors, Inc.","ELSE|Electro-Sensors, Inc.",Unknown
ELTK,STOCK,NASDAQ,Eltek Ltd.,ELTK|Eltek Ltd.,Unknown
ELTX,STOCK,NASDAQ,"Elicio Therapeutics, Inc.","ELTX|Elicio Therapeutics, Inc.",Unknown
ELUT,STOCK,NASDAQ,"Elutia, Inc.","ELUT|Elutia, Inc.",Unknown
ELVA,STOCK,NASDAQ,Electrovaya Inc.,ELVA|Electrovaya Inc.,Unknown
ELVN,STOCK,NASDAQ,"Enliven Therapeutics, Inc.","ELVN|Enliven Therapeutics, Inc.",Unknown
ELVR,STOCK,NASDAQ,Elevra Lithium Limited,ELVR|Elevra Lithium Limited,Unknown
ELWT,STOCK,NASDAQ,"Elauwit Connection, Inc.","ELWT|Elauwit Connection, Inc.",Unknown
EMAT,STOCK,NASDAQ,Evolution Metals & Technologies Corp.,EMAT|Evolution Metals & Technologies Corp.,Unknown
EMBC,STOCK,NASDAQ,Embecta Corp.,EMBC|Embecta Corp.,Unknown
EMIS,STOCK,NASDAQ,Emmis Acquisition Corp.,EMIS|Emmis Acquisition Corp.,Unknown
EML,STOCK,NASDAQ,Eastern Company (The),EML|Eastern Company (The),Unknown
EMPD,STOCK,NASDAQ,Empery Digital Inc.,EMPD|Empery Digital Inc.,Unknown
EMPG,STOCK,NASDAQ,Empro Group Inc.,EMPG|Empro Group Inc.,Unknown
ENGN,STOCK,NASDAQ,enGene Therapeutics Inc.,ENGN|enGene Therapeutics Inc.,Unknown
ENGS,STOCK,NASDAQ,Energys Group Limited,ENGS|Energys Group Limited,Unknown
ENLT,STOCK,NASDAQ,Enlight Renewable Energy Ltd.,ENLT|Enlight Renewable Energy Ltd.,Unknown
ENLV,STOCK,NASDAQ,Enlivex Ltd.,ENLV|Enlivex Ltd.,Unknown
ENPH,STOCK,NASDAQ,"Enphase Energy, Inc.","ENPH|Enphase Energy, Inc.",Unknown
ENSC,STOCK,NASDAQ,"Ensysce Biosciences, Inc.","ENSC|Ensysce Biosciences, Inc.",Unknown
ENSG,STOCK,NASDAQ,"The Ensign Group, Inc.","ENSG|The Ensign Group, Inc.",Unknown
ENTA,STOCK,NASDAQ,"Enanta Pharmaceuticals, Inc.","ENTA|Enanta Pharmaceuticals, Inc.",Unknown
ENTG,STOCK,NASDAQ,"Entegris, Inc.","ENTG|Entegris, Inc.",Unknown
ENTX,STOCK,NASDAQ,Entera Bio Ltd.,ENTX|Entera Bio Ltd.,Unknown
ENVB,STOCK,NASDAQ,"Enveric Biosciences, Inc.","ENVB|Enveric Biosciences, Inc.",Unknown
ENVX,STOCK,NASDAQ,Enovix Corporation,ENVX|Enovix Corporation,Unknown
EOLS,STOCK,NASDAQ,"Evolus, Inc.","EOLS|Evolus, Inc.",Unknown
EOSE,STOCK,NASDAQ,"Eos Energy Enterprises, Inc.","EOSE|Eos Energy Enterprises, Inc.",Unknown
EPOW,STOCK,NASDAQ,E-Power Inc.,EPOW|E-Power Inc.,Unknown
EPRX,STOCK,NASDAQ,Eupraxia Pharmaceuticals Inc.,EPRX|Eupraxia Pharmaceuticals Inc.,Unknown
EPSM,STOCK,NASDAQ,Epsium Enterprise Limited,EPSM|Epsium Enterprise Limited,Unknown
EPSN,STOCK,NASDAQ,Epsilon Energy Ltd.,EPSN|Epsilon Energy Ltd.,Unknown
EQ,STOCK,NASDAQ,"Equillium, Inc.","EQ|Equillium, Inc.",Unknown
EQIX,STOCK,NASDAQ,"Equinix, Inc.","EQIX|Equinix, Inc.",Unknown
EQPT,STOCK,NASDAQ,EquipmentShare.com Inc,EQPT|EquipmentShare.com Inc,Unknown
ERAS,STOCK,NASDAQ,"Erasca, Inc.","ERAS|Erasca, Inc.",Unknown
ERIE,STOCK,NASDAQ,Erie Indemnity Company,ERIE|Erie Indemnity Company,Unknown
ERII,STOCK,NASDAQ,"Energy Recovery, Inc.","ERII|Energy Recovery, Inc.",Unknown
ERNA,STOCK,NASDAQ,Ernexa Therapeutics Inc.,ERNA|Ernexa Therapeutics Inc.,Unknown
ESCA,STOCK,NASDAQ,"Escalade, Incorporated","ESCA|Escalade, Incorporated",Unknown
ESEA,STOCK,NASDAQ,Euroseas Ltd.,ESEA|Euroseas Ltd.,Unknown
ESHA,STOCK,NASDAQ,ESH Acquisition Corp.,ESHA|ESH Acquisition Corp.,Unknown
ESLA,STOCK,NASDAQ,"Estrella Immunopharma, Inc.","ESLA|Estrella Immunopharma, Inc.",Unknown
ESLT,STOCK,NASDAQ,Elbit Systems Ltd.,ESLT|Elbit Systems Ltd.,Unknown
ESOA,STOCK,NASDAQ,Energy Services of America Corporation,ESOA|Energy Services of America Corporation,Unknown
ESPR,STOCK,NASDAQ,"Esperion Therapeutics, Inc.","ESPR|Esperion Therapeutics, Inc.",Unknown
ESQ,STOCK,NASDAQ,"Esquire Financial Holdings, Inc.","ESQ|Esquire Financial Holdings, Inc.",Unknown
ESTA,STOCK,NASDAQ,Establishment Labs Holdings Inc.,ESTA|Establishment Labs Holdings Inc.,Unknown
ETHM,STOCK,NASDAQ,Dynamix Corporation,ETHM|Dynamix Corporation,Unknown
ETON,STOCK,NASDAQ,"Eton Pharmaceuticals, Inc.","ETON|Eton Pharmaceuticals, Inc.",Unknown
ETOR,STOCK,NASDAQ,eToro Group Ltd.,ETOR|eToro Group Ltd.,Unknown
ETS,STOCK,NASDAQ,Elite Express Holding Inc.,ETS|Elite Express Holding Inc.,Unknown
EU,STOCK,NASDAQ,enCore Energy Corp.,EU|enCore Energy Corp.,Unknown
EUDA,STOCK,NASDAQ,Euda Health Holdings Limited,EUDA|Euda Health Holdings Limited,Unknown
EURK,STOCK,NASDAQ,Eureka Acquisition Corp,EURK|Eureka Acquisition Corp,Unknown
EVCM,STOCK,NASDAQ,EverCommerce Inc.,EVCM|EverCommerce Inc.,Unknown
EVER,STOCK,NASDAQ,"EverQuote, Inc.","EVER|EverQuote, Inc.",Unknown
EVGN,STOCK,NASDAQ,Evogene Ltd.,EVGN|Evogene Ltd.,Unknown
EVGO,STOCK,NASDAQ,EVgo Inc.,EVGO|EVgo Inc.,Unknown
EVLV,STOCK,NASDAQ,"Evolv Technologies Holdings, Inc.","EVLV|Evolv Technologies Holdings, Inc.",Unknown
EVOX,STOCK,NASDAQ,Evolution Global Acquisition Corp,EVOX|Evolution Global Acquisition Corp,Unknown
EVRG,STOCK,NASDAQ,"Evergy, Inc.","EVRG|Evergy, Inc.",Unknown
EVTV,STOCK,NASDAQ,"Envirotech Vehicles, Inc.","EVTV|Envirotech Vehicles, Inc.",Unknown
EWBC,STOCK,NASDAQ,"East West Bancorp, Inc.","EWBC|East West Bancorp, Inc.",Unknown
EWCZ,STOCK,NASDAQ,"European Wax Center, Inc.","EWCZ|European Wax Center, Inc.",Unknown
EWTX,STOCK,NASDAQ,"Edgewise Therapeutics, Inc.","EWTX|Edgewise Therapeutics, Inc.",Unknown
EXC,STOCK,NASDAQ,Exelon Corporation,EXC|Exelon Corporation,Unknown
EXE,STOCK,NASDAQ,Expand Energy Corporation,EXE|Expand Energy Corporation,Unknown
EXEL,STOCK,NASDAQ,"Exelixis, Inc.","EXEL|Exelixis, Inc.",Unknown
EXFY,STOCK,NASDAQ,"Expensify, Inc.","EXFY|Expensify, Inc.",Unknown
EXLS,STOCK,NASDAQ,"ExlService Holdings, Inc.","EXLS|ExlService Holdings, Inc.",Unknown
EXOZ,STOCK,NASDAQ,eXoZymes Inc.,EXOZ|eXoZymes Inc.,Unknown
EXPE,STOCK,NASDAQ,"Expedia Group, Inc.","EXPE|Expedia Group, Inc.",Unknown
EXPI,STOCK,NASDAQ,"eXp World Holdings, Inc.","EXPI|eXp World Holdings, Inc.",Unknown
EXPO,STOCK,NASDAQ,"Exponent, Inc.","EXPO|Exponent, Inc.",Unknown
EXTR,STOCK,NASDAQ,"Extreme Networks, Inc.","EXTR|Extreme Networks, Inc.",Unknown
EYE,STOCK,NASDAQ,"National Vision Holdings, Inc.","EYE|National Vision Holdings, Inc.",Unknown
EYPT,STOCK,NASDAQ,"EyePoint, Inc.","EYPT|EyePoint, Inc.",Unknown
EZGO,STOCK,NASDAQ,EZGO Technologies Ltd.,EZGO|EZGO Technologies Ltd.,Unknown
EZPW,STOCK,NASDAQ,"EZCORP, Inc.","EZPW|EZCORP, Inc.",Unknown
EZRA,STOCK,NASDAQ,"Reliance Global Group, Inc.","EZRA|Reliance Global Group, Inc.",Unknown
FA,STOCK,NASDAQ,First Advantage Corporation,FA|First Advantage Corporation,Unknown
FACT,STOCK,NASDAQ,FACT II Acquisition Corp.,FACT|FACT II Acquisition Corp.,Unknown
FAMI,STOCK,NASDAQ,"Farmmi, Inc.","FAMI|Farmmi, Inc.",Unknown
FANG,STOCK,NASDAQ,"Diamondback Energy, Inc.","FANG|Diamondback Energy, Inc.",Unknown
FARM,STOCK,NASDAQ,Farmer Brothers Company,FARM|Farmer Brothers Company,Unknown
FAST,STOCK,NASDAQ,Fastenal Company,FAST|Fastenal Company,Unknown
FATE,STOCK,NASDAQ,"Fate Therapeutics, Inc.","FATE|Fate Therapeutics, Inc.",Unknown
FATN,STOCK,NASDAQ,"FatPipe, Inc.","FATN|FatPipe, Inc.",Unknown
FBGL,STOCK,NASDAQ,FBS Global Limited,FBGL|FBS Global Limited,Unknown
FBIO,STOCK,NASDAQ,"Fortress Biotech, Inc.","FBIO|Fortress Biotech, Inc.",Unknown
FBIZ,STOCK,NASDAQ,"First Business Financial Services, Inc.","FBIZ|First Business Financial Services, Inc.",Unknown
FBLA,STOCK,NASDAQ,"FB Bancorp, Inc.","FBLA|FB Bancorp, Inc.",Unknown
FBLG,STOCK,NASDAQ,"FibroBiologics, Inc.","FBLG|FibroBiologics, Inc.",Unknown
FBNC,STOCK,NASDAQ,First Bancorp,FBNC|First Bancorp,Unknown
FBRX,STOCK,NASDAQ,"Forte Biosciences, Inc.","FBRX|Forte Biosciences, Inc.",Unknown
FBYD,STOCK,NASDAQ,"Falcon's Beyond Global, Inc.","FBYD|Falcon's Beyond Global, Inc.",Unknown
FCAP,STOCK,NASDAQ,"First Capital, Inc.","FCAP|First Capital, Inc.",Unknown
FCBC,STOCK,NASDAQ,"First Community Bankshares, Inc.","FCBC|First Community Bankshares, Inc.",Unknown
FCCO,STOCK,NASDAQ,First Community Corporation,FCCO|First Community Corporation,Unknown
FCEL,STOCK,NASDAQ,"FuelCell Energy, Inc.","FCEL|FuelCell Energy, Inc.",Unknown
FCFS,STOCK,NASDAQ,"FirstCash Holdings, Inc.","FCFS|FirstCash Holdings, Inc.",Unknown
FCHL,STOCK,NASDAQ,Fitness Champs Holdings Limited,FCHL|Fitness Champs Holdings Limited,Unknown
FCNCA,STOCK,NASDAQ,"First Citizens BancShares, Inc.","FCNCA|First Citizens BancShares, Inc.",Unknown
FCUV,STOCK,NASDAQ,Focus Universal Inc.,FCUV|Focus Universal Inc.,Unknown
FDBC,STOCK,NASDAQ,"Fidelity D & D Bancorp, Inc.","FDBC|Fidelity D & D Bancorp, Inc.",Unknown
FDMT,STOCK,NASDAQ,"4D Molecular Therapeutics, Inc.","FDMT|4D Molecular Therapeutics, Inc.",Unknown
FDSB,STOCK,NASDAQ,"Fifth District Bancorp, Inc.","FDSB|Fifth District Bancorp, Inc.",Unknown
FEAM,STOCK,NASDAQ,"5E Advanced Materials, Inc.","FEAM|5E Advanced Materials, Inc.",Unknown
FEBO,STOCK,NASDAQ,Fenbo Holdings Limited,FEBO|Fenbo Holdings Limited,Unknown
FEED,STOCK,NASDAQ,"ENvue Medical, Inc.","FEED|ENvue Medical, Inc.",Unknown
FEIM,STOCK,NASDAQ,"Frequency Electronics, Inc.","FEIM|Frequency Electronics, Inc.",Unknown
FELE,STOCK,NASDAQ,"Franklin Electric Co., Inc.","FELE|Franklin Electric Co., Inc.",Unknown
FEMY,STOCK,NASDAQ,Femasys Inc.,FEMY|Femasys Inc.,Unknown
FENC,STOCK,NASDAQ,Fennec Pharmaceuticals Inc.,FENC|Fennec Pharmaceuticals Inc.,Unknown
FER,STOCK,NASDAQ,Ferrovial SE,FER|Ferrovial SE,Unknown
FERA,STOCK,NASDAQ,Fifth Era Acquisition Corp I,FERA|Fifth Era Acquisition Corp I,Unknown
FFAI,STOCK,NASDAQ,Faraday Future Intelligent Electric Inc.,FFAI|Faraday Future Intelligent Electric Inc.,Unknown
FFBC,STOCK,NASDAQ,First Financial Bancorp.,FFBC|First Financial Bancorp.,Unknown
FFIC,STOCK,NASDAQ,Flushing Financial Corporation,FFIC|Flushing Financial Corporation,Unknown
FFIN,STOCK,NASDAQ,"First Financial Bankshares, Inc.","FFIN|First Financial Bankshares, Inc.",Unknown
FFIV,STOCK,NASDAQ,"F5, Inc.","FFIV|F5, Inc.",Unknown
FGBI,STOCK,NASDAQ,"First Guaranty Bancshares, Inc.","FGBI|First Guaranty Bancshares, Inc.",Unknown
FGI,STOCK,NASDAQ,FGI Industries Ltd.,FGI|FGI Industries Ltd.,Unknown
FGII,STOCK,NASDAQ,FG Imperii Acquisition Corp.,FGII|FG Imperii Acquisition Corp.,Unknown
FGL,STOCK,NASDAQ,Founder Group Limited,FGL|Founder Group Limited,Unknown
FGMC,STOCK,NASDAQ,FG Merger II Corp.,FGMC|FG Merger II Corp.,Unknown
FGNX,STOCK,NASDAQ,FG Nexus Inc.,FGNX|FG Nexus Inc.,Unknown
FHB,STOCK,NASDAQ,"First Hawaiian, Inc.","FHB|First Hawaiian, Inc.",Unknown
FHTX,STOCK,NASDAQ,Foghorn Therapeutics Inc.,FHTX|Foghorn Therapeutics Inc.,Unknown
FIBK,STOCK,NASDAQ,"First Interstate BancSystem, Inc.","FIBK|First Interstate BancSystem, Inc.",Unknown
FIEE,STOCK,NASDAQ,"FiEE, Inc","FIEE|FiEE, Inc",Unknown
FIGR,STOCK,NASDAQ,"Figure Technology Solutions, Inc.","FIGR|Figure Technology Solutions, Inc.",Unknown
FIGX,STOCK,NASDAQ,FIGX Capital Acquisition Corp.,FIGX|FIGX Capital Acquisition Corp.,Unknown
FINW,STOCK,NASDAQ,FinWise Bancorp,FINW|FinWise Bancorp,Unknown
FIP,STOCK,NASDAQ,FTAI Infrastructure Inc.,FIP|FTAI Infrastructure Inc.,Unknown
FISI,STOCK,NASDAQ,"Financial Institutions, Inc.","FISI|Financial Institutions, Inc.",Unknown
FISV,STOCK,NASDAQ,"Fiserv, Inc.","FISV|Fiserv, Inc.",Unknown
FITB,STOCK,NASDAQ,Fifth Third Bancorp,FITB|Fifth Third Bancorp,Unknown
FIVE,STOCK,NASDAQ,"Five Below, Inc.","FIVE|Five Below, Inc.",Unknown
FIVN,STOCK,NASDAQ,"Five9, Inc.","FIVN|Five9, Inc.",Unknown
FIZZ,STOCK,NASDAQ,National Beverage Corp.,FIZZ|National Beverage Corp.,Unknown
FKWL,STOCK,NASDAQ,Franklin Wireless Corp.,FKWL|Franklin Wireless Corp.,Unknown
FLD,STOCK,NASDAQ,"Fold Holdings, Inc.","FLD|Fold Holdings, Inc.",Unknown
FLEX,STOCK,NASDAQ,Flex Ltd.,FLEX|Flex Ltd.,Unknown
FLGT,STOCK,NASDAQ,"Fulgent Genetics, Inc.","FLGT|Fulgent Genetics, Inc.",Unknown
FLL,STOCK,NASDAQ,"Full House Resorts, Inc.","FLL|Full House Resorts, Inc.",Unknown
FLNA,STOCK,NASDAQ,"Filana Therapeutics, Inc.","FLNA|Filana Therapeutics, Inc.",Unknown
FLNC,STOCK,NASDAQ,"Fluence Energy, Inc.","FLNC|Fluence Energy, Inc.",Unknown
FLNT,STOCK,NASDAQ,"Fluent, Inc.","FLNT|Fluent, Inc.",Unknown
FLUX,STOCK,NASDAQ,"Flux Power Holdings, Inc.","FLUX|Flux Power Holdings, Inc.",Unknown
FLWS,STOCK,NASDAQ,"1-800-FLOWERS.COM, Inc.","FLWS|1-800-FLOWERS.COM, Inc.",Unknown
FLXS,STOCK,NASDAQ,"Flexsteel Industries, Inc.","FLXS|Flexsteel Industries, Inc.",Unknown
FLY,STOCK,NASDAQ,Firefly Aerospace Inc.,FLY|Firefly Aerospace Inc.,Unknown
FLYE,STOCK,NASDAQ,"Fly-E Group, Inc.","FLYE|Fly-E Group, Inc.",Unknown
FLYW,STOCK,NASDAQ,Flywire Corporation,FLYW|Flywire Corporation,Unknown
FMAO,STOCK,NASDAQ,"Farmers & Merchants Bancorp, Inc.","FMAO|Farmers & Merchants Bancorp, Inc.",Unknown
FMBH,STOCK,NASDAQ,"First Mid Bancshares, Inc.","FMBH|First Mid Bancshares, Inc.",Unknown
FMFC,STOCK,NASDAQ,Kandal M Venture Limited,FMFC|Kandal M Venture Limited,Unknown
FMNB,STOCK,NASDAQ,Farmers National Banc Corp.,FMNB|Farmers National Banc Corp.,Unknown
FMST,STOCK,NASDAQ,Foremost Clean Energy Ltd.,FMST|Foremost Clean Energy Ltd.,Unknown
FNGR,STOCK,NASDAQ,"FingerMotion, Inc.","FNGR|FingerMotion, Inc.",Unknown
FNKO,STOCK,NASDAQ,"Funko, Inc.","FNKO|Funko, Inc.",Unknown
FNLC,STOCK,NASDAQ,"First Bancorp, Inc (ME)","FNLC|First Bancorp, Inc (ME)",Unknown
FNUC,STOCK,NASDAQ,Frontier Nuclear and Minerals Inc.,FNUC|Frontier Nuclear and Minerals Inc.,Unknown
FNWB,STOCK,NASDAQ,First Northwest Bancorp,FNWB|First Northwest Bancorp,Unknown
FNWD,STOCK,NASDAQ,Finward Bancorp,FNWD|Finward Bancorp,Unknown
FOFO,STOCK,NASDAQ,"Hang Feng Technology Innovation Co., Ltd.","FOFO|Hang Feng Technology Innovation Co., Ltd.",Unknown
FOLD,STOCK,NASDAQ,"Amicus Therapeutics, Inc.","FOLD|Amicus Therapeutics, Inc.",Unknown
