symbol,assetType,exchange,canonicalName,aliases,sector
CENT,STOCK,NASDAQ,Central Garden & Pet Company,CENT|Central Garden & Pet Company,Unknown
CENTA,STOCK,NASDAQ,Central Garden & Pet Company,CENTA|Central Garden & Pet Company,Unknown
CENX,STOCK,NASDAQ,Century Aluminum Company,CENX|Century Aluminum Company,Unknown
CEPF,STOCK,NASDAQ,"Cantor Equity Partners IV, Inc.","CEPF|Cantor Equity Partners IV, Inc.",Unknown
CEPO,STOCK,NASDAQ,"Cantor Equity Partners I, Inc.","CEPO|Cantor Equity Partners I, Inc.",Unknown
CEPS,STOCK,NASDAQ,"Cantor Equity Partners VI, Inc.","CEPS|Cantor Equity Partners VI, Inc.",Unknown
CEPT,STOCK,NASDAQ,"Cantor Equity Partners II, Inc.","CEPT|Cantor Equity Partners II, Inc.",Unknown
CEPV,STOCK,NASDAQ,"Cantor Equity Partners V, Inc.","CEPV|Cantor Equity Partners V, Inc.",Unknown
CERS,STOCK,NASDAQ,Cerus Corporation,CERS|Cerus Corporation,Unknown
CERT,STOCK,NASDAQ,"Certara, Inc.","CERT|Certara, Inc.",Unknown
CETX,STOCK,NASDAQ,Cemtrex Inc.,CETX|Cemtrex Inc.,Unknown
CETY,STOCK,NASDAQ,"Clean Energy Technologies, Inc.","CETY|Clean Energy Technologies, Inc.",Unknown
CEVA,STOCK,NASDAQ,"CEVA, Inc.","CEVA|CEVA, Inc.",Unknown
CFBK,STOCK,NASDAQ,CF Bankshares Inc.,CFBK|CF Bankshares Inc.,Unknown
CFFI,STOCK,NASDAQ,C&F Financial Corporation,CFFI|C&F Financial Corporation,Unknown
CFFN,STOCK,NASDAQ,"Capitol Federal Financial, Inc.","CFFN|Capitol Federal Financial, Inc.",Unknown
CG,STOCK,NASDAQ,The Carlyle Group Inc.,CG|The Carlyle Group Inc.,Unknown
CGC,STOCK,NASDAQ,Canopy Growth Corporation,CGC|Canopy Growth Corporation,Unknown
CGCT,STOCK,NASDAQ,Cartesian Growth Corporation III,CGCT|Cartesian Growth Corporation III,Unknown
CGEM,STOCK,NASDAQ,"Cullinan Therapeutics, Inc.","CGEM|Cullinan Therapeutics, Inc.",Unknown
CGEN,STOCK,NASDAQ,Compugen Ltd.,CGEN|Compugen Ltd.,Unknown
CGNT,STOCK,NASDAQ,Cognyte Software Ltd.,CGNT|Cognyte Software Ltd.,Unknown
CGNX,STOCK,NASDAQ,Cognex Corporation,CGNX|Cognex Corporation,Unknown
CGON,STOCK,NASDAQ,"CG Oncology, Inc.","CGON|CG Oncology, Inc.",Unknown
CGTL,STOCK,NASDAQ,Creative Global Technology Holdings Limited,CGTL|Creative Global Technology Holdings Limited,Unknown
CGTX,STOCK,NASDAQ,"Cognition Therapeutics, Inc.","CGTX|Cognition Therapeutics, Inc.",Unknown
CHAI,STOCK,NASDAQ,"Core AI Holdings, Inc.","CHAI|Core AI Holdings, Inc.",Unknown
CHAR,STOCK,NASDAQ,Charlton Aria Acquisition Corporation,CHAR|Charlton Aria Acquisition Corporation,Unknown
CHCI,STOCK,NASDAQ,"Comstock Holding Companies, Inc.","CHCI|Comstock Holding Companies, Inc.",Unknown
CHCO,STOCK,NASDAQ,City Holding Company,CHCO|City Holding Company,Unknown
CHDN,STOCK,NASDAQ,"Churchill Downs, Incorporated","CHDN|Churchill Downs, Incorporated",Unknown
CHEC,STOCK,NASDAQ,Chenghe Acquisition III Co.,CHEC|Chenghe Acquisition III Co.,Unknown
CHEF,STOCK,NASDAQ,"The Chefs' Warehouse, Inc.","CHEF|The Chefs' Warehouse, Inc.",Unknown
CHKP,STOCK,NASDAQ,Check Point Software Technologies Ltd.,CHKP|Check Point Software Technologies Ltd.,Unknown
CHMG,STOCK,NASDAQ,Chemung Financial Corp,CHMG|Chemung Financial Corp,Unknown
CHNR,STOCK,NASDAQ,"China Natural Resources, Inc.","CHNR|China Natural Resources, Inc.",Unknown
CHPG,STOCK,NASDAQ,ChampionsGate Acquisition Corporation,CHPG|ChampionsGate Acquisition Corporation,Unknown
CHR,STOCK,NASDAQ,"Cheer Holding, Inc.","CHR|Cheer Holding, Inc.",Unknown
CHRD,STOCK,NASDAQ,Chord Energy Corporation,CHRD|Chord Energy Corporation,Unknown
CHRS,STOCK,NASDAQ,"Coherus Oncology, Inc.","CHRS|Coherus Oncology, Inc.",Unknown
CHRW,STOCK,NASDAQ,"C.H. Robinson Worldwide, Inc.","CHRW|C.H. Robinson Worldwide, Inc.",Unknown
CHSN,STOCK,NASDAQ,Chanson International Holding,CHSN|Chanson International Holding,Unknown
CHTR,STOCK,NASDAQ,"Charter Communications, Inc.","CHTR|Charter Communications, Inc.",Unknown
CHYM,STOCK,NASDAQ,"Chime Financial, Inc.","CHYM|Chime Financial, Inc.",Unknown
CIFR,STOCK,NASDAQ,Cipher Digital Inc.,CIFR|Cipher Digital Inc.,Unknown
CIGI,STOCK,NASDAQ,Colliers International Group Inc.,CIGI|Colliers International Group Inc.,Unknown
CIIT,STOCK,NASDAQ,"Tianci International, Inc.","CIIT|Tianci International, Inc.",Unknown
CINF,STOCK,NASDAQ,Cincinnati Financial Corporation,CINF|Cincinnati Financial Corporation,Unknown
CING,STOCK,NASDAQ,Cingulate Inc.,CING|Cingulate Inc.,Unknown
CISO,STOCK,NASDAQ,"CISO Global, Inc.","CISO|CISO Global, Inc.",Unknown
CISS,STOCK,NASDAQ,C3is Inc.,CISS|C3is Inc.,Unknown
CIVB,STOCK,NASDAQ,"Civista Bancshares, Inc.","CIVB|Civista Bancshares, Inc.",Unknown
CJMB,STOCK,NASDAQ,Callan JMB Inc.,CJMB|Callan JMB Inc.,Unknown
CLAR,STOCK,NASDAQ,Clarus Corporation,CLAR|Clarus Corporation,Unknown
CLBK,STOCK,NASDAQ,"Columbia Financial, Inc.","CLBK|Columbia Financial, Inc.",Unknown
CLBT,STOCK,NASDAQ,Cellebrite DI Ltd.,CLBT|Cellebrite DI Ltd.,Unknown
CLDX,STOCK,NASDAQ,"Celldex Therapeutics, Inc.","CLDX|Celldex Therapeutics, Inc.",Unknown
CLFD,STOCK,NASDAQ,"Clearfield, Inc.","CLFD|Clearfield, Inc.",Unknown
CLGN,STOCK,NASDAQ,CollPlant Biotechnologies Ltd.,CLGN|CollPlant Biotechnologies Ltd.,Unknown
CLIK,STOCK,NASDAQ,Click Holdings Limited,CLIK|Click Holdings Limited,Unknown
CLIR,STOCK,NASDAQ,ClearSign Technologies Corporation,CLIR|ClearSign Technologies Corporation,Unknown
CLMB,STOCK,NASDAQ,"Climb Global Solutions, Inc.","CLMB|Climb Global Solutions, Inc.",Unknown
CLMT,STOCK,NASDAQ,"Calumet, Inc","CLMT|Calumet, Inc",Unknown
CLNE,STOCK,NASDAQ,Clean Energy Fuels Corp.,CLNE|Clean Energy Fuels Corp.,Unknown
CLNN,STOCK,NASDAQ,Clene Inc.,CLNN|Clene Inc.,Unknown
CLOV,STOCK,NASDAQ,"Clover Health Investments, Corp.","CLOV|Clover Health Investments, Corp.",Unknown
CLPS,STOCK,NASDAQ,CLPS Incorporation,CLPS|CLPS Incorporation,Unknown
CLPT,STOCK,NASDAQ,ClearPoint Neuro Inc.,CLPT|ClearPoint Neuro Inc.,Unknown
CLRB,STOCK,NASDAQ,"Cellectar Biosciences, Inc.","CLRB|Cellectar Biosciences, Inc.",Unknown
CLRO,STOCK,NASDAQ,"ClearOne, Inc.","CLRO|ClearOne, Inc.",Unknown
CLSK,STOCK,NASDAQ,"CleanSpark, Inc.","CLSK|CleanSpark, Inc.",Unknown
CLST,STOCK,NASDAQ,"Catalyst Bancorp, Inc.","CLST|Catalyst Bancorp, Inc.",Unknown
CLWT,STOCK,NASDAQ,Euro Tech Holdings Company Limited,CLWT|Euro Tech Holdings Company Limited,Unknown
CLYM,STOCK,NASDAQ,"Climb Bio, Inc.","CLYM|Climb Bio, Inc.",Unknown
CMCO,STOCK,NASDAQ,Columbus McKinnon Corporation,CMCO|Columbus McKinnon Corporation,Unknown
CMCSA,STOCK,NASDAQ,Comcast Corporation,CMCSA|Comcast Corporation,Unknown
CMCT,STOCK,NASDAQ,Creative Media,CMCT|Creative Media,Unknown
CME,STOCK,NASDAQ,CME Group Inc.,CME|CME Group Inc.,Unknown
CMII,STOCK,NASDAQ,Columbus Circle Capital Corp II,CMII|Columbus Circle Capital Corp II,Unknown
CMND,STOCK,NASDAQ,Clearmind Medicine Inc.,CMND|Clearmind Medicine Inc.,Unknown
CMPR,STOCK,NASDAQ,Cimpress plc,CMPR|Cimpress plc,Unknown
CMPS,STOCK,NASDAQ,COMPASS Pathways Plc,CMPS|COMPASS Pathways Plc,Unknown
CMPX,STOCK,NASDAQ,"Compass Therapeutics, Inc.","CMPX|Compass Therapeutics, Inc.",Unknown
CMTL,STOCK,NASDAQ,Comtech Telecommunications Corp.,CMTL|Comtech Telecommunications Corp.,Unknown
CMTV,STOCK,NASDAQ,Community Bancorp.,CMTV|Community Bancorp.,Unknown
CNCK,STOCK,NASDAQ,Coincheck Group N.V.,CNCK|Coincheck Group N.V.,Unknown
CNDT,STOCK,NASDAQ,Conduent Incorporated,CNDT|Conduent Incorporated,Unknown
CNET,STOCK,NASDAQ,ZW Data Action Technologies Inc.,CNET|ZW Data Action Technologies Inc.,Unknown
CNEY,STOCK,NASDAQ,CN Energy Group Inc.,CNEY|CN Energy Group Inc.,Unknown
CNOB,STOCK,NASDAQ,"ConnectOne Bancorp, Inc.","CNOB|ConnectOne Bancorp, Inc.",Unknown
CNSP,STOCK,NASDAQ,"CNS Pharmaceuticals, Inc.","CNSP|CNS Pharmaceuticals, Inc.",Unknown
CNTB,STOCK,NASDAQ,Connect Biopharma Holdings Limited,CNTB|Connect Biopharma Holdings Limited,Unknown
CNTN,STOCK,NASDAQ,"Canton Strategic Holdings, Inc.","CNTN|Canton Strategic Holdings, Inc.",Unknown
CNTX,STOCK,NASDAQ,Context Therapeutics Inc.,CNTX|Context Therapeutics Inc.,Unknown
CNTY,STOCK,NASDAQ,"Century Casinos, Inc.","CNTY|Century Casinos, Inc.",Unknown
CNVS,STOCK,NASDAQ,Cineverse Corp.,CNVS|Cineverse Corp.,Unknown
CNXC,STOCK,NASDAQ,Concentrix Corporation,CNXC|Concentrix Corporation,Unknown
CNXN,STOCK,NASDAQ,"PC Connection, Inc.","CNXN|PC Connection, Inc.",Unknown
COCH,STOCK,NASDAQ,"Envoy Medical, Inc.","COCH|Envoy Medical, Inc.",Unknown
COCO,STOCK,NASDAQ,"The Vita Coco Company, Inc.","COCO|The Vita Coco Company, Inc.",Unknown
COCP,STOCK,NASDAQ,"Cocrystal Pharma, Inc.","COCP|Cocrystal Pharma, Inc.",Unknown
CODA,STOCK,NASDAQ,"Coda Octopus Group, Inc.","CODA|Coda Octopus Group, Inc.",Unknown
CODX,STOCK,NASDAQ,"Co-Diagnostics, Inc.","CODX|Co-Diagnostics, Inc.",Unknown
COEP,STOCK,NASDAQ,"Coeptis Therapeutics Holdings, Inc.","COEP|Coeptis Therapeutics Holdings, Inc.",Unknown
COFS,STOCK,NASDAQ,"ChoiceOne Financial Services, Inc.","COFS|ChoiceOne Financial Services, Inc.",Unknown
COGT,STOCK,NASDAQ,"Cogent Biosciences, Inc.","COGT|Cogent Biosciences, Inc.",Unknown
COHU,STOCK,NASDAQ,"Cohu, Inc.","COHU|Cohu, Inc.",Unknown
COIN,STOCK,NASDAQ,"Coinbase Global, Inc.","COIN|Coinbase Global, Inc.",Unknown
COKE,STOCK,NASDAQ,"Coca-Cola Consolidated, Inc.","COKE|Coca-Cola Consolidated, Inc.",Unknown
COLA,STOCK,NASDAQ,Columbus Acquisition Corp,COLA|Columbus Acquisition Corp,Unknown
COLB,STOCK,NASDAQ,"Columbia Banking System, Inc.","COLB|Columbia Banking System, Inc.",Unknown
COLL,STOCK,NASDAQ,"Collegium Pharmaceutical, Inc.","COLL|Collegium Pharmaceutical, Inc.",Unknown
COLM,STOCK,NASDAQ,Columbia Sportswear Company,COLM|Columbia Sportswear Company,Unknown
COO,STOCK,NASDAQ,"The Cooper Companies, Inc.","COO|The Cooper Companies, Inc.",Unknown
COOT,STOCK,NASDAQ,Australian Oilseeds Holdings Limited,COOT|Australian Oilseeds Holdings Limited,Unknown
CORT,STOCK,NASDAQ,Corcept Therapeutics Incorporated,CORT|Corcept Therapeutics Incorporated,Unknown
CORZ,STOCK,NASDAQ,"Core Scientific, Inc.","CORZ|Core Scientific, Inc.",Unknown
COSM,STOCK,NASDAQ,Cosmos Health Inc.,COSM|Cosmos Health Inc.,Unknown
COST,STOCK,NASDAQ,Costco Wholesale Corporation,COST|Costco Wholesale Corporation,Unknown
COYA,STOCK,NASDAQ,"Coya Therapeutics, Inc.","COYA|Coya Therapeutics, Inc.",Unknown
CPB,STOCK,NASDAQ,The Campbell's Company,CPB|The Campbell's Company,Unknown
CPBI,STOCK,NASDAQ,"Central Plains Bancshares, Inc.","CPBI|Central Plains Bancshares, Inc.",Unknown
CPHC,STOCK,NASDAQ,Canterbury Park Holding Corporation,CPHC|Canterbury Park Holding Corporation,Unknown
CPIX,STOCK,NASDAQ,Cumberland Pharmaceuticals Inc.,CPIX|Cumberland Pharmaceuticals Inc.,Unknown
CPOP,STOCK,NASDAQ,"Pop Culture Group Co., Ltd","CPOP|Pop Culture Group Co., Ltd",Unknown
CPRT,STOCK,NASDAQ,"Copart, Inc.","CPRT|Copart, Inc.",Unknown
CPRX,STOCK,NASDAQ,"Catalyst Pharmaceuticals, Inc.","CPRX|Catalyst Pharmaceuticals, Inc.",Unknown
CPSH,STOCK,NASDAQ,CPS Technologies Corp.,CPSH|CPS Technologies Corp.,Unknown
CRAC,STOCK,NASDAQ,Crown Reserve Acquisition Corp. I,CRAC|Crown Reserve Acquisition Corp. I,Unknown
CRAI,STOCK,NASDAQ,"CRA International,Inc.","CRAI|CRA International,Inc.",Unknown
CRAN,STOCK,NASDAQ,Crane Harbor Acquisition Corp. II,CRAN|Crane Harbor Acquisition Corp. II,Unknown
CRAQ,STOCK,NASDAQ,Cal Redwood Acquisition Corp.,CRAQ|Cal Redwood Acquisition Corp.,Unknown
CRBP,STOCK,NASDAQ,"Corbus Pharmaceuticals Holdings, Inc.","CRBP|Corbus Pharmaceuticals Holdings, Inc.",Unknown
CRBU,STOCK,NASDAQ,"Caribou Biosciences, Inc.","CRBU|Caribou Biosciences, Inc.",Unknown
CRCT,STOCK,NASDAQ,"Cricut, Inc.","CRCT|Cricut, Inc.",Unknown
CRDF,STOCK,NASDAQ,"Cardiff Oncology, Inc.","CRDF|Cardiff Oncology, Inc.",Unknown
CRDL,STOCK,NASDAQ,Cardiol Therapeutics Inc.,CRDL|Cardiol Therapeutics Inc.,Unknown
CRDO,STOCK,NASDAQ,Credo Technology Group Holding Ltd,CRDO|Credo Technology Group Holding Ltd,Unknown
CRE,STOCK,NASDAQ,Cre8 Enterprise Limited,CRE|Cre8 Enterprise Limited,Unknown
CREG,STOCK,NASDAQ,Smart Powerr Corp.,CREG|Smart Powerr Corp.,Unknown
CREX,STOCK,NASDAQ,"Creative Realities, Inc.","CREX|Creative Realities, Inc.",Unknown
CRGO,STOCK,NASDAQ,Freightos Limited,CRGO|Freightos Limited,Unknown
CRIS,STOCK,NASDAQ,"Curis, Inc.","CRIS|Curis, Inc.",Unknown
CRMD,STOCK,NASDAQ,CorMedix Inc.,CRMD|CorMedix Inc.,Unknown
CRML,STOCK,NASDAQ,Critical Metals Corp.,CRML|Critical Metals Corp.,Unknown
CRMT,STOCK,NASDAQ,"America's Car-Mart, Inc.","CRMT|America's Car-Mart, Inc.",Unknown
CRNC,STOCK,NASDAQ,Cerence Inc.,CRNC|Cerence Inc.,Unknown
CRNT,STOCK,NASDAQ,Ceragon Networks Ltd.,CRNT|Ceragon Networks Ltd.,Unknown
CRNX,STOCK,NASDAQ,"Crinetics Pharmaceuticals, Inc.","CRNX|Crinetics Pharmaceuticals, Inc.",Unknown
CRON,STOCK,NASDAQ,Cronos Group Inc.,CRON|Cronos Group Inc.,Unknown
CROX,STOCK,NASDAQ,"Crocs, Inc.","CROX|Crocs, Inc.",Unknown
CRSP,STOCK,NASDAQ,CRISPR Therapeutics AG,CRSP|CRISPR Therapeutics AG,Unknown
CRSR,STOCK,NASDAQ,"Corsair Gaming, Inc.","CRSR|Corsair Gaming, Inc.",Unknown
CRUS,STOCK,NASDAQ,"Cirrus Logic, Inc.","CRUS|Cirrus Logic, Inc.",Unknown
CRVL,STOCK,NASDAQ,CorVel Corp.,CRVL|CorVel Corp.,Unknown
CRVO,STOCK,NASDAQ,CervoMed Inc.,CRVO|CervoMed Inc.,Unknown
CRVS,STOCK,NASDAQ,"Corvus Pharmaceuticals, Inc.","CRVS|Corvus Pharmaceuticals, Inc.",Unknown
CRWD,STOCK,NASDAQ,"CrowdStrike Holdings, Inc.","CRWD|CrowdStrike Holdings, Inc.",Unknown
CRWS,STOCK,NASDAQ,"Crown Crafts, Inc.","CRWS|Crown Crafts, Inc.",Unknown
CRWV,STOCK,NASDAQ,"CoreWeave, Inc.","CRWV|CoreWeave, Inc.",Unknown
CSAI,STOCK,NASDAQ,"Cloudastructure, Inc.","CSAI|Cloudastructure, Inc.",Unknown
CSBR,STOCK,NASDAQ,"Champions Oncology, Inc.","CSBR|Champions Oncology, Inc.",Unknown
CSCO,STOCK,NASDAQ,"Cisco Systems, Inc.","CSCO|Cisco Systems, Inc.",Unknown
CSGP,STOCK,NASDAQ,"CoStar Group, Inc.","CSGP|CoStar Group, Inc.",Unknown
CSGS,STOCK,NASDAQ,"CSG Systems International, Inc.","CSGS|CSG Systems International, Inc.",Unknown
CSHR,STOCK,NASDAQ,CoinShares PLC,CSHR|CoinShares PLC,Unknown
CSIQ,STOCK,NASDAQ,Canadian Solar Inc.,CSIQ|Canadian Solar Inc.,Unknown
CSPI,STOCK,NASDAQ,CSP Inc.,CSPI|CSP Inc.,Unknown
CSTE,STOCK,NASDAQ,Caesarstone Ltd.,CSTE|Caesarstone Ltd.,Unknown
CSTL,STOCK,NASDAQ,"Castle Biosciences, Inc.","CSTL|Castle Biosciences, Inc.",Unknown
CSWC,STOCK,NASDAQ,Capital Southwest Corporation,CSWC|Capital Southwest Corporation,Unknown
CSX,STOCK,NASDAQ,CSX Corporation,CSX|CSX Corporation,Unknown
CTAA,STOCK,NASDAQ,ClearThink 1 Acquisition Corp.,CTAA|ClearThink 1 Acquisition Corp.,Unknown
CTAS,STOCK,NASDAQ,Cintas Corporation,CTAS|Cintas Corporation,Unknown
CTKB,STOCK,NASDAQ,"Cytek Biosciences, Inc.","CTKB|Cytek Biosciences, Inc.",Unknown
CTLP,STOCK,NASDAQ,"Cantaloupe, Inc.","CTLP|Cantaloupe, Inc.",Unknown
CTMX,STOCK,NASDAQ,"CytomX Therapeutics, Inc.","CTMX|CytomX Therapeutics, Inc.",Unknown
CTNM,STOCK,NASDAQ,"Contineum Therapeutics, Inc.","CTNM|Contineum Therapeutics, Inc.",Unknown
CTNT,STOCK,NASDAQ,Cheetah Net Supply Chain Service Inc.,CTNT|Cheetah Net Supply Chain Service Inc.,Unknown
CTOR,STOCK,NASDAQ,"Citius Oncology, Inc.","CTOR|Citius Oncology, Inc.",Unknown
CTRM,STOCK,NASDAQ,Castor Maritime Inc.,CTRM|Castor Maritime Inc.,Unknown
CTRN,STOCK,NASDAQ,"Citi Trends, Inc.","CTRN|Citi Trends, Inc.",Unknown
CTSH,STOCK,NASDAQ,Cognizant Technology Solutions Corporation,CTSH|Cognizant Technology Solutions Corporation,Unknown
CTSO,STOCK,NASDAQ,Cytosorbents Corporation,CTSO|Cytosorbents Corporation,Unknown
CTW,STOCK,NASDAQ,CTW Cayman,CTW|CTW Cayman,Unknown
CTXR,STOCK,NASDAQ,"Citius Pharmaceuticals, Inc.","CTXR|Citius Pharmaceuticals, Inc.",Unknown
CUB,STOCK,NASDAQ,Lionheart Holdings,CUB|Lionheart Holdings,Unknown
CUE,STOCK,NASDAQ,"Cue Biopharma, Inc.","CUE|Cue Biopharma, Inc.",Unknown
CULP,STOCK,NASDAQ,"Culp, Inc.","CULP|Culp, Inc.",Unknown
CUPR,STOCK,NASDAQ,Cuprina Holdings (Cayman) Limited,CUPR|Cuprina Holdings (Cayman) Limited,Unknown
CURI,STOCK,NASDAQ,CuriosityStream Inc.,CURI|CuriosityStream Inc.,Unknown
CURR,STOCK,NASDAQ,Currenc Group Inc.,CURR|Currenc Group Inc.,Unknown
CURX,STOCK,NASDAQ,Curanex Pharmaceuticals Inc,CURX|Curanex Pharmaceuticals Inc,Unknown
CV,STOCK,NASDAQ,"CapsoVision, Inc.","CV|CapsoVision, Inc.",Unknown
CVBF,STOCK,NASDAQ,CVB Financial Corporation,CVBF|CVB Financial Corporation,Unknown
CVCO,STOCK,NASDAQ,"Cavco Industries, Inc.","CVCO|Cavco Industries, Inc.",Unknown
CVGI,STOCK,NASDAQ,"Commercial Vehicle Group, Inc.","CVGI|Commercial Vehicle Group, Inc.",Unknown
CVGW,STOCK,NASDAQ,"Calavo Growers, Inc.","CVGW|Calavo Growers, Inc.",Unknown
CVKD,STOCK,NASDAQ,"Cadrenal Therapeutics, Inc.","CVKD|Cadrenal Therapeutics, Inc.",Unknown
CVLT,STOCK,NASDAQ,"Commvault Systems, Inc.","CVLT|Commvault Systems, Inc.",Unknown
CVRX,STOCK,NASDAQ,"CVRx, Inc.","CVRX|CVRx, Inc.",Unknown
CVV,STOCK,NASDAQ,CVD Equipment Corporation,CVV|CVD Equipment Corporation,Unknown
CWBC,STOCK,NASDAQ,Community West Bancshares,CWBC|Community West Bancshares,Unknown
CWCO,STOCK,NASDAQ,Consolidated Water Co. Ltd.,CWCO|Consolidated Water Co. Ltd.,Unknown
CWD,STOCK,NASDAQ,CaliberCos Inc.,CWD|CaliberCos Inc.,Unknown
CWST,STOCK,NASDAQ,"Casella Waste Systems, Inc.","CWST|Casella Waste Systems, Inc.",Unknown
CXAI,STOCK,NASDAQ,CXApp Inc.,CXAI|CXApp Inc.,Unknown
CXDO,STOCK,NASDAQ,"Crexendo, Inc.","CXDO|Crexendo, Inc.",Unknown
CYAB,STOCK,NASDAQ,"Cyabra, Inc.","CYAB|Cyabra, Inc.",Unknown
CYCN,STOCK,NASDAQ,"Cyclerion Therapeutics, Inc.","CYCN|Cyclerion Therapeutics, Inc.",Unknown
CYCU,STOCK,NASDAQ,"Cycurion, Inc.","CYCU|Cycurion, Inc.",Unknown
CYN,STOCK,NASDAQ,Cyngn Inc.,CYN|Cyngn Inc.,Unknown
CYPH,STOCK,NASDAQ,Cypherpunk Technologies Inc.,CYPH|Cypherpunk Technologies Inc.,Unknown
CYRX,STOCK,NASDAQ,"CryoPort, Inc.","CYRX|CryoPort, Inc.",Unknown
CYTK,STOCK,NASDAQ,"Cytokinetics, Incorporated","CYTK|Cytokinetics, Incorporated",Unknown
CZFS,STOCK,NASDAQ,"Citizens Financial Services, Inc.","CZFS|Citizens Financial Services, Inc.",Unknown
CZNC,STOCK,NASDAQ,Citizens & Northern Corp,CZNC|Citizens & Northern Corp,Unknown
CZR,STOCK,NASDAQ,"Caesars Entertainment, Inc.","CZR|Caesars Entertainment, Inc.",Unknown
CZWI,STOCK,NASDAQ,"Citizens Community Bancorp, Inc.","CZWI|Citizens Community Bancorp, Inc.",Unknown
DAAQ,STOCK,NASDAQ,Digital Asset Acquisition Corp.,DAAQ|Digital Asset Acquisition Corp.,Unknown
DAIC,STOCK,NASDAQ,"CID HoldCo, Inc.","DAIC|CID HoldCo, Inc.",Unknown
DAIO,STOCK,NASDAQ,Data I/O Corporation,DAIO|Data I/O Corporation,Unknown
DAKT,STOCK,NASDAQ,"Daktronics, Inc.","DAKT|Daktronics, Inc.",Unknown
DARE,STOCK,NASDAQ,"Dare Bioscience, Inc.","DARE|Dare Bioscience, Inc.",Unknown
DASH,STOCK,NASDAQ,"DoorDash, Inc.","DASH|DoorDash, Inc.",Unknown
DAVE,STOCK,NASDAQ,Dave Inc.,DAVE|Dave Inc.,Unknown
DAWN,STOCK,NASDAQ,"Day One Biopharmaceuticals, Inc.","DAWN|Day One Biopharmaceuticals, Inc.",Unknown
DBCA,STOCK,NASDAQ,D. Boral Acquisition I Corp.,DBCA|D. Boral Acquisition I Corp.,Unknown
DBGI,STOCK,NASDAQ,"Digital Brands Group, Inc.","DBGI|Digital Brands Group, Inc.",Unknown
DBX,STOCK,NASDAQ,"Dropbox, Inc.","DBX|Dropbox, Inc.",Unknown
DCBO,STOCK,NASDAQ,Docebo Inc.,DCBO|Docebo Inc.,Unknown
DCGO,STOCK,NASDAQ,DocGo Inc.,DCGO|DocGo Inc.,Unknown
DCOY,STOCK,NASDAQ,Decoy Therapeutics Inc.,DCOY|Decoy Therapeutics Inc.,Unknown
DCTH,STOCK,NASDAQ,"Delcath Systems, Inc.","DCTH|Delcath Systems, Inc.",Unknown
DCX,STOCK,NASDAQ,Digital Currency X Technology Inc.,DCX|Digital Currency X Technology Inc.,Unknown
DDI,STOCK,NASDAQ,"DoubleDown Interactive Co., Ltd.","DDI|DoubleDown Interactive Co., Ltd.",Unknown
DDOG,STOCK,NASDAQ,"Datadog, Inc.","DDOG|Datadog, Inc.",Unknown
DEFT,STOCK,NASDAQ,"Defi Technologies, Inc.","DEFT|Defi Technologies, Inc.",Unknown
DERM,STOCK,NASDAQ,Journey Medical Corporation,DERM|Journey Medical Corporation,Unknown
DEVS,STOCK,NASDAQ,DevvStream Corp.,DEVS|DevvStream Corp.,Unknown
DFDV,STOCK,NASDAQ,DeFi Development Corp.,DFDV|DeFi Development Corp.,Unknown
DFLI,STOCK,NASDAQ,Dragonfly Energy Holdings Corp,DFLI|Dragonfly Energy Holdings Corp,Unknown
DFNS,STOCK,NASDAQ,T3 Defense Inc.,DFNS|T3 Defense Inc.,Unknown
DFSC,STOCK,NASDAQ,DEFSEC Technologies Inc.,DFSC|DEFSEC Technologies Inc.,Unknown
DFTX,STOCK,NASDAQ,"Definium Therapeutics, Inc.","DFTX|Definium Therapeutics, Inc.",Unknown
DGICA,STOCK,NASDAQ,"Donegal Group, Inc.","DGICA|Donegal Group, Inc.",Unknown
DGICB,STOCK,NASDAQ,"Donegal Group, Inc.","DGICB|Donegal Group, Inc.",Unknown
DGII,STOCK,NASDAQ,Digi International Inc.,DGII|Digi International Inc.,Unknown
DGNX,STOCK,NASDAQ,Diginex Limited,DGNX|Diginex Limited,Unknown
DGXX,STOCK,NASDAQ,Digi Power X Inc.,DGXX|Digi Power X Inc.,Unknown
DH,STOCK,NASDAQ,Definitive Healthcare Corp.,DH|Definitive Healthcare Corp.,Unknown
DHIL,STOCK,NASDAQ,"Diamond Hill Investment Group, Inc.","DHIL|Diamond Hill Investment Group, Inc.",Unknown
DIBS,STOCK,NASDAQ,"1stdibs.com, Inc.","DIBS|1stdibs.com, Inc.",Unknown
DIOD,STOCK,NASDAQ,Diodes Incorporated,DIOD|Diodes Incorporated,Unknown
DJCO,STOCK,NASDAQ,Daily Journal Corp. (S.C.),DJCO|Daily Journal Corp. (S.C.),Unknown
DJT,STOCK,NASDAQ,Trump Media & Technology Group Corp.,DJT|Trump Media & Technology Group Corp.,Unknown
DKI,STOCK,NASDAQ,DarkIris Inc.,DKI|DarkIris Inc.,Unknown
DKNG,STOCK,NASDAQ,DraftKings Inc.,DKNG|DraftKings Inc.,Unknown
DLHC,STOCK,NASDAQ,DLH Holdings Corp.,DLHC|DLH Holdings Corp.,Unknown
DLO,STOCK,NASDAQ,DLocal Limited,DLO|DLocal Limited,Unknown
DLPN,STOCK,NASDAQ,"Dolphin Entertainment, Inc.","DLPN|Dolphin Entertainment, Inc.",Unknown
DLTH,STOCK,NASDAQ,Duluth Holdings Inc.,DLTH|Duluth Holdings Inc.,Unknown
